#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
8732351|2016-10-27T19:10:34.980000|42.8768|13.055|10.5|SURVEY-INGV||||ML|2.2|--|Perugia
8732591|2016-10-27T19:15:53.760000|43.0465|13.0958|8.1|SURVEY-INGV||||ML|2.1|--|Macerata
8732631|2016-10-27T19:16:26.850000|42.9655|13.1088|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8732721|2016-10-27T19:20:04.260000|43.0097|13.1513|10.2|SURVEY-INGV||||ML|2.0|--|Macerata
8732881|2016-10-27T19:23:49.420000|42.8452|13.0668|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8733261|2016-10-27T19:35:54.600000|42.8782|13.0578|10.5|SURVEY-INGV||||ML|2.8|--|Perugia
8733381|2016-10-27T19:38:41.060000|42.8807|13.0922|10.8|SURVEY-INGV||||ML|2.0|--|Perugia
8733521|2016-10-27T19:43:20.600000|42.8478|13.1492|8.7|SURVEY-INGV||||ML|2.2|--|Macerata
8733541|2016-10-27T19:44:37.040000|43.0147|13.0847|9.5|SURVEY-INGV||||ML|2.1|--|Macerata
8733681|2016-10-27T19:49:44.280000|42.839|13.0873|9.4|SURVEY-INGV||||ML|2.0|--|Perugia
8733811|2016-10-27T19:54:11.410000|42.881|13.0433|10.6|SURVEY-INGV||||ML|2.3|--|Perugia
8733881|2016-10-27T19:55:12.850000|42.8192|13.2467|10.1|SURVEY-INGV||||ML|2.2|--|Ascoli Piceno
8734071|2016-10-27T20:01:55.960000|42.9918|13.0585|9.7|SURVEY-INGV||||ML|3.2|--|Macerata
8734131|2016-10-27T20:03:52.180000|42.9817|13.1157|9.4|SURVEY-INGV||||ML|2.0|--|Macerata
8734241|2016-10-27T20:06:06.580000|43.0062|13.0603|10.0|SURVEY-INGV||||ML|2.4|--|Macerata
8734501|2016-10-27T20:10:55.610000|42.8968|13.0503|10.7|SURVEY-INGV||||ML|3.1|--|Perugia
8734631|2016-10-27T20:14:47.800000|42.8762|13.2397|8.4|SURVEY-INGV||||ML|2.0|--|Macerata
8734741|2016-10-27T20:17:18.400000|42.8822|13.0908|11.1|SURVEY-INGV||||ML|2.0|--|Perugia
8734921|2016-10-27T20:22:23.430000|43.0098|13.1457|9.7|SURVEY-INGV||||ML|2.4|--|Macerata
8735121|2016-10-27T20:27:06.730000|42.8665|13.1625|7.8|SURVEY-INGV||||ML|2.0|--|Macerata
8735521|2016-10-27T20:38:44.390000|42.8742|13.0598|10.2|SURVEY-INGV||||ML|2.4|--|Perugia
8735631|2016-10-27T20:41:53.690000|42.9022|13.0372|10.4|SURVEY-INGV||||ML|2.6|--|Perugia
8735741|2016-10-27T20:44:56.320000|42.8727|13.0397|11.3|SURVEY-INGV||||ML|2.0|--|Perugia
8735761|2016-10-27T20:45:18.840000|43.033|13.0733|10.2|SURVEY-INGV||||ML|2.0|--|Macerata
8735871|2016-10-27T20:49:12.780000|42.8983|13.1553|8.5|SURVEY-INGV||||ML|2.2|--|Macerata
8735971|2016-10-27T20:51:03.010000|43.0352|13.0678|9.5|SURVEY-INGV||||ML|2.0|--|Macerata
8736071|2016-10-27T20:53:43.390000|42.841|13.1083|9.3|SURVEY-INGV||||ML|2.4|--|Perugia
8736171|2016-10-27T20:57:34.990000|42.9073|13.1062|8.8|SURVEY-INGV||||ML|2.1|--|Macerata
8736341|2016-10-27T21:02:29.660000|42.8927|13.0568|10.3|SURVEY-INGV||||ML|2.1|--|Perugia
8736661|2016-10-27T21:11:14.250000|42.8847|13.0588|10.1|SURVEY-INGV||||ML|2.0|--|Perugia
8736791|2016-10-27T21:13:54.900000|42.87|13.0962|9.2|SURVEY-INGV||||ML|2.3|--|Perugia
8736821|2016-10-27T21:15:57.900000|43.0022|13.0983|10.2|SURVEY-INGV||||ML|2.0|--|Macerata
8736911|2016-10-27T21:23:24.210000|42.886|13.0438|9.5|SURVEY-INGV||||ML|2.1|--|Perugia
8737161|2016-10-27T21:31:10.940000|42.9302|13.1607|7.9|SURVEY-INGV||||ML|2.1|--|Macerata
8737271|2016-10-27T21:33:18.470000|42.8982|13.1658|8.3|SURVEY-INGV||||ML|3.0|--|Macerata
8737461|2016-10-27T21:38:31.430000|42.9195|13.0383|10.6|SURVEY-INGV||||ML|2.2|--|Macerata
8737481|2016-10-27T21:40:04.700000|42.8022|13.1363|9.7|SURVEY-INGV||||ML|2.2|--|Perugia
8737591|2016-10-27T21:42:24.550000|42.8652|13.0572|10.2|SURVEY-INGV||||ML|2.0|--|Perugia
8737621|2016-10-27T21:43:01.930000|43.0558|13.0915|8.2|SURVEY-INGV||||ML|2.0|--|Macerata
8737891|2016-10-27T21:50:38.780000|43.0225|13.0807|9.8|SURVEY-INGV||||ML|2.4|--|Macerata
8737881|2016-10-27T21:50:38.890000|43.0243|13.0727|9.4|SURVEY-INGV||||ML|2.4|--|Macerata
8737981|2016-10-27T21:51:44.850000|43.0322|13.1128|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8738011|2016-10-27T21:52:46.460000|42.8595|13.1592|9.6|SURVEY-INGV||||ML|2.0|--|Macerata
8738071|2016-10-27T21:54:25.570000|42.8753|13.0348|10.2|SURVEY-INGV||||ML|2.8|--|Perugia
8738151|2016-10-27T21:56:11.390000|42.9478|13.0677|9.1|SURVEY-INGV||||ML|2.0|--|Macerata
8738211|2016-10-27T21:57:22.910000|42.8793|13.0372|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8738601|2016-10-27T22:09:30.250000|42.9742|13.0558|15.8|SURVEY-INGV||||ML|2.7|--|Macerata
8738671|2016-10-27T22:10:32.060000|43.0383|13.1187|7.8|SURVEY-INGV||||ML|2.7|--|Macerata
8738941|2016-10-27T22:19:33.800000|42.8652|13.0793|10.0|SURVEY-INGV||||ML|2.0|--|Perugia
8738971|2016-10-27T22:21:18.800000|42.9965|13.0788|9.2|SURVEY-INGV||||ML|2.2|--|Macerata
8739121|2016-10-27T22:24:59.940000|42.8788|13.0577|10.3|SURVEY-INGV||||ML|2.0|--|Perugia
8739191|2016-10-27T22:26:50.680000|42.9657|13.1418|8.2|SURVEY-INGV||||ML|2.2|--|Macerata
8739221|2016-10-27T22:33:36.340000|42.8715|13.0673|10.2|SURVEY-INGV||||ML|2.1|--|Perugia
8739791|2016-10-27T22:42:00.210000|42.9265|13.1633|8.1|SURVEY-INGV||||ML|2.0|--|Macerata
8739821|2016-10-27T22:42:22.480000|42.9137|13.0433|10.8|SURVEY-INGV||||ML|2.3|--|Perugia
8739921|2016-10-27T22:46:01.060000|42.868|13.0663|9.0|SURVEY-INGV||||ML|2.1|--|Perugia
8740311|2016-10-27T22:56:24.000000|43.0368|13.0602|20.7|SURVEY-INGV||||ML|2.0|--|Macerata
8740381|2016-10-27T22:58:55.530000|42.8697|13.18|7.3|SURVEY-INGV||||ML|2.1|--|Macerata
8740741|2016-10-27T23:05:44.770000|42.9257|13.0433|10.3|SURVEY-INGV||||ML|2.3|--|Macerata
8740811|2016-10-27T23:09:48.100000|43.0043|13.0812|8.9|SURVEY-INGV||||ML|2.1|--|Macerata
8741081|2016-10-27T23:18:10.480000|42.8415|13.1792|8.2|SURVEY-INGV||||ML|2.4|--|Macerata
8741231|2016-10-27T23:22:06.060000|43.0253|13.0907|6.0|SURVEY-INGV||||ML|2.2|--|Macerata
8741361|2016-10-27T23:25:33.920000|42.9003|13.1707|7.7|SURVEY-INGV||||ML|2.7|--|Macerata
8741411|2016-10-27T23:26:41.250000|42.9957|13.1543|9.2|SURVEY-INGV||||ML|2.4|--|Macerata
8741461|2016-10-27T23:28:25.750000|43.0247|13.1022|7.7|SURVEY-INGV||||ML|2.3|--|Macerata
8741781|2016-10-27T23:35:50.950000|42.8683|13.155|8.6|SURVEY-INGV||||ML|3.1|--|Macerata
8741821|2016-10-27T23:36:42.880000|42.9132|13.0377|11.2|SURVEY-INGV||||ML|2.3|--|Perugia
8741891|2016-10-27T23:38:15.380000|42.8817|13.171|7.7|SURVEY-INGV||||ML|2.3|--|Macerata
8741921|2016-10-27T23:38:46.210000|42.9672|13.1553|7.9|SURVEY-INGV||||ML|2.3|--|Macerata
8741981|2016-10-27T23:39:39.210000|42.8658|13.1598|8.0|SURVEY-INGV||||ML|2.2|--|Macerata
8742511|2016-10-27T23:53:24.000000|42.8387|13.1353|7.2|SURVEY-INGV||||ML|2.2|--|Perugia
8742661|2016-10-27T23:57:25.950000|42.9268|13.0947|9.5|SURVEY-INGV||||ML|2.4|--|Macerata
8742791|2016-10-28T00:01:21.480000|43.0322|13.0755|10.1|SURVEY-INGV||||ML|2.1|--|Macerata
8743351|2016-10-28T00:12:46.030000|42.8313|13.1115|8.9|SURVEY-INGV||||ML|2.0|--|Perugia
8743411|2016-10-28T00:14:03.260000|42.9637|13.0692|9.6|SURVEY-INGV||||ML|3.3|--|Macerata
8743501|2016-10-28T00:18:42.990000|43.023|13.0943|8.6|SURVEY-INGV||||ML|2.1|--|Macerata
8743511|2016-10-28T00:18:43.090000|43.0215|13.1007|7.3|SURVEY-INGV||||ML|2.1|--|Macerata
8743601|2016-10-28T00:21:23.450000|42.861|13.2132|5.7|SURVEY-INGV||||ML|2.2|--|Macerata
8743731|2016-10-28T00:28:28.530000|42.9772|13.0647|9.4|SURVEY-INGV||||ML|2.4|--|Macerata
8743771|2016-10-28T00:29:26.090000|43.0047|13.1448|9.8|SURVEY-INGV||||ML|2.5|--|Macerata
8743851|2016-10-28T00:31:04.300000|42.9942|13.1208|8.7|SURVEY-INGV||||ML|2.4|--|Macerata
8743971|2016-10-28T00:34:02.030000|43.0028|13.1185|8.2|SURVEY-INGV||||ML|2.3|--|Macerata
8744241|2016-10-28T00:42:15.630000|42.9423|13.0353|11.1|SURVEY-INGV||||ML|2.4|--|Macerata
8744281|2016-10-28T00:42:36.820000|42.9877|13.0495|12.0|SURVEY-INGV||||ML|2.5|--|Macerata
8744761|2016-10-28T00:55:47.650000|42.8415|13.1027|8.4|SURVEY-INGV||||ML|2.2|--|Perugia
8745221|2016-10-28T01:11:37.880000|42.8848|13.1643|7.3|SURVEY-INGV||||ML|2.1|--|Macerata
8745361|2016-10-28T01:15:41.770000|42.9218|13.0527|10.6|SURVEY-INGV||||ML|2.5|--|Macerata
8745391|2016-10-28T01:16:01.370000|43.007|13.143|7.2|SURVEY-INGV||||ML|2.8|--|Macerata
8745431|2016-10-28T01:17:03.870000|42.998|13.0592|9.1|SURVEY-INGV||||ML|2.9|--|Macerata
8745521|2016-10-28T01:19:44.660000|42.8157|13.119|8.3|SURVEY-INGV||||ML|3.0|--|Perugia
8745541|2016-10-28T01:22:55.410000|42.877|13.0372|9.9|SURVEY-INGV||||ML|2.3|--|Perugia
8745591|2016-10-28T01:23:52.740000|42.9072|13.0472|9.6|SURVEY-INGV||||ML|2.1|--|Perugia
8745911|2016-10-28T01:30:54.790000|42.9388|13.1322|9.5|SURVEY-INGV||||ML|2.3|--|Macerata
8746211|2016-10-28T01:38:46.460000|42.872|13.1943|8.1|SURVEY-INGV||||ML|2.0|--|Macerata
8746451|2016-10-28T01:44:12.770000|43.0073|13.1473|7.2|SURVEY-INGV||||ML|2.5|--|Macerata
8746631|2016-10-28T01:48:26.380000|43.0055|13.1478|8.4|SURVEY-INGV||||ML|2.5|--|Macerata
8746681|2016-10-28T01:50:08.110000|43.0047|13.1362|8.4|SURVEY-INGV||||ML|2.4|--|Macerata
8746881|2016-10-28T01:55:09.420000|42.9953|13.1443|8.7|SURVEY-INGV||||ML|3.3|--|Macerata
8746991|2016-10-28T01:57:17.260000|42.8262|13.0638|10.7|SURVEY-INGV||||ML|2.2|--|Perugia
8747461|2016-10-28T02:08:49.360000|42.911|13.0548|10.8|SURVEY-INGV||||ML|2.3|--|Macerata
8747501|2016-10-28T02:09:52.650000|42.8798|13.157|7.7|SURVEY-INGV||||ML|2.1|--|Macerata
8747531|2016-10-28T02:10:29.070000|42.9335|13.1003|9.1|SURVEY-INGV||||ML|2.2|--|Macerata
8747691|2016-10-28T02:13:19.320000|43.0292|13.1225|7.7|SURVEY-INGV||||ML|3.5|--|Macerata
8747821|2016-10-28T02:19:03.710000|42.9852|13.1552|8.1|SURVEY-INGV||||ML|2.4|--|Macerata
8747841|2016-10-28T02:19:26.570000|43.0248|13.0895|8.7|SURVEY-INGV||||ML|2.5|--|Macerata
8747901|2016-10-28T02:22:22.760000|42.9918|13.1473|8.8|SURVEY-INGV||||ML|2.2|--|Macerata
8748021|2016-10-28T02:25:53.650000|42.8868|13.073|10.0|SURVEY-INGV||||ML|2.1|--|Perugia
8748121|2016-10-28T02:27:48.310000|42.9393|13.167|8.5|SURVEY-INGV||||ML|2.6|--|Macerata
8748151|2016-10-28T02:28:48.090000|42.8935|12.9888|10.6|SURVEY-INGV||||ML|2.3|--|Perugia
8748261|2016-10-28T02:31:57.830000|43.0048|13.1243|8.3|SURVEY-INGV||||ML|2.2|--|Macerata
8748331|2016-10-28T02:33:53.280000|42.9935|13.1488|9.0|SURVEY-INGV||||ML|3.3|--|Macerata
8748751|2016-10-28T02:40:20.520000|42.9998|13.1423|7.1|SURVEY-INGV||||ML|3.1|--|Macerata
8748791|2016-10-28T02:40:58.990000|42.9443|13.0443|12.0|SURVEY-INGV||||ML|3.3|--|Macerata
8748891|2016-10-28T02:44:00.570000|42.918|13.0538|9.9|SURVEY-INGV||||ML|2.2|--|Macerata
8749051|2016-10-28T02:47:26.870000|43.2093|13.134|5.2|SURVEY-INGV||||ML|2.5|--|Macerata
8749171|2016-10-28T02:49:00.000000|42.9918|13.1495|8.7|SURVEY-INGV||||ML|2.0|--|Macerata
8749491|2016-10-28T02:55:50.630000|43.0728|13.0848|8.8|SURVEY-INGV||||ML|2.2|--|Macerata
8749731|2016-10-28T03:00:12.840000|43.0043|13.1402|5.3|SURVEY-INGV||||ML|3.4|--|Macerata
8749801|2016-10-28T03:01:39.470000|43.0067|13.1393|8.3|SURVEY-INGV||||ML|2.4|--|Macerata
8749911|2016-10-28T03:03:28.350000|42.8677|13.0593|10.1|SURVEY-INGV||||ML|2.0|--|Perugia
8750071|2016-10-28T03:06:11.890000|42.9128|13.1595|8.4|SURVEY-INGV||||ML|2.5|--|Macerata
8750201|2016-10-28T03:08:19.240000|42.8808|13.0867|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8750321|2016-10-28T03:11:16.790000|42.9143|13.1608|7.6|SURVEY-INGV||||ML|2.1|--|Macerata
8750501|2016-10-28T03:15:24.000000|42.874|13.0423|10.2|SURVEY-INGV||||ML|2.1|--|Perugia
8751191|2016-10-28T03:32:57.170000|43.0352|13.0622|10.1|SURVEY-INGV||||ML|2.2|--|Macerata
8751241|2016-10-28T03:34:18.160000|42.8683|13.0907|10.3|SURVEY-INGV||||ML|2.3|--|Perugia
8751321|2016-10-28T03:35:41.430000|42.906|13.0307|10.8|SURVEY-INGV||||ML|2.3|--|Perugia
8751421|2016-10-28T03:37:21.360000|43.0378|13.119|6.4|SURVEY-INGV||||ML|2.1|--|Macerata
8751471|2016-10-28T03:38:39.560000|42.8603|13.1113|9.1|SURVEY-INGV||||ML|2.1|--|Macerata
8751531|2016-10-28T03:39:38.550000|42.9578|13.1382|7.4|SURVEY-INGV||||ML|2.0|--|Macerata
8751631|2016-10-28T03:44:31.390000|42.8637|13.0598|10.4|SURVEY-INGV||||ML|2.3|--|Perugia
8751671|2016-10-28T03:44:59.740000|42.893|13.0418|10.3|SURVEY-INGV||||ML|2.5|--|Perugia
8751851|2016-10-28T03:48:14.150000|42.8582|13.1065|9.2|SURVEY-INGV||||ML|2.0|--|Macerata
8751971|2016-10-28T03:49:48.710000|42.8468|13.1028|8.1|SURVEY-INGV||||ML|2.1|--|Perugia
8752981|2016-10-28T03:49:48.710000|42.8468|13.1028|8.1|SURVEY-INGV||||ML|2.3|--|Perugia
8752001|2016-10-28T03:51:14.180000|42.86|13.0437|10.7|SURVEY-INGV||||ML|3.3|--|Perugia
8752121|2016-10-28T03:52:01.020000|42.869|13.0528|8.3|SURVEY-INGV||||ML|3.1|--|Perugia
8752421|2016-10-28T04:00:31.350000|42.9992|13.1447|4.1|SURVEY-INGV||||ML|2.0|--|Macerata
8752671|2016-10-28T04:05:58.970000|42.8585|13.1078|9.3|SURVEY-INGV||||ML|2.5|--|Macerata
8753331|2016-10-28T04:22:15.000000|42.8793|13.0493|10.0|SURVEY-INGV||||ML|2.5|--|Perugia
8753501|2016-10-28T04:26:31.290000|42.8442|13.1618|8.6|SURVEY-INGV||||ML|2.1|--|Macerata
8753811|2016-10-28T04:31:31.000000|42.9042|13.0625|10.5|SURVEY-INGV||||ML|2.1|--|Perugia
8754051|2016-10-28T04:36:09.370000|43.0913|13.1102|21.9|SURVEY-INGV||||ML|2.0|--|Macerata
8754111|2016-10-28T04:39:24.910000|42.881|13.0595|9.9|SURVEY-INGV||||ML|2.1|--|Perugia
8754381|2016-10-28T04:43:42.130000|42.8693|13.1103|9.6|SURVEY-INGV||||ML|2.0|--|Macerata
8754531|2016-10-28T04:47:18.690000|42.8778|13.1713|7.8|SURVEY-INGV||||ML|2.0|--|Macerata
8754581|2016-10-28T04:47:41.140000|42.8577|13.0637|10.0|SURVEY-INGV||||ML|2.3|--|Perugia
8754831|2016-10-28T04:53:21.590000|42.9173|13.0623|10.7|SURVEY-INGV||||ML|2.1|--|Macerata
8754911|2016-10-28T04:57:49.060000|43.0288|13.0762|8.7|SURVEY-INGV||||ML|2.5|--|Macerata
8754951|2016-10-28T04:58:20.980000|42.9805|13.1363|6.6|SURVEY-INGV||||ML|2.6|--|Macerata
8754981|2016-10-28T04:59:49.070000|42.9267|13.0302|10.9|SURVEY-INGV||||ML|2.6|--|Macerata
8755231|2016-10-28T05:04:56.990000|42.9388|13.0733|9.5|SURVEY-INGV||||ML|2.6|--|Macerata
8755341|2016-10-28T05:07:24.630000|42.8552|13.071|9.9|SURVEY-INGV||||ML|2.6|--|Perugia
8755391|2016-10-28T05:08:37.100000|42.9083|13.0692|10.0|SURVEY-INGV||||ML|2.3|--|Macerata
8755451|2016-10-28T05:09:36.480000|42.8503|13.1725|5.0|SURVEY-INGV||||ML|2.0|--|Macerata
8755521|2016-10-28T05:11:12.190000|42.8973|13.0447|10.6|SURVEY-INGV||||ML|2.2|--|Perugia
8755661|2016-10-28T05:14:59.620000|43.0137|13.1345|9.7|SURVEY-INGV||||ML|2.5|--|Macerata
8755911|2016-10-28T05:19:38.780000|43.0582|13.0692|9.3|SURVEY-INGV||||ML|2.4|--|Macerata
8756281|2016-10-28T05:26:31.580000|42.8457|13.157|6.4|SURVEY-INGV||||ML|2.1|--|Macerata
8756431|2016-10-28T05:29:07.570000|42.902|13.0427|10.3|SURVEY-INGV||||ML|2.0|--|Perugia
8756751|2016-10-28T05:34:51.360000|42.8933|13.178|8.5|SURVEY-INGV||||ML|3.2|--|Macerata
8756871|2016-10-28T05:39:08.080000|42.7855|13.0845|10.6|SURVEY-INGV||||ML|2.3|--|Perugia
8756991|2016-10-28T05:42:10.460000|42.5888|13.2902|10.2|SURVEY-INGV||||ML|2.4|--|Rieti
8757281|2016-10-28T05:48:24.830000|42.8348|13.1102|9.5|SURVEY-INGV||||ML|2.1|--|Perugia
8757361|2016-10-28T05:50:58.600000|42.8692|13.0882|10.0|SURVEY-INGV||||ML|2.0|--|Perugia
8757481|2016-10-28T05:52:56.900000|42.8537|13.0705|10.4|SURVEY-INGV||||ML|2.1|--|Perugia
8757471|2016-10-28T05:52:56.870000|42.8545|13.0702|10.5|SURVEY-INGV||||ML|2.2|--|Perugia
8757501|2016-10-28T05:55:03.250000|42.8992|13.1108|10.3|SURVEY-INGV||||ML|2.4|--|Macerata
8757581|2016-10-28T05:56:28.400000|42.859|13.1112|9.2|SURVEY-INGV||||ML|2.5|--|Macerata
8757611|2016-10-28T05:57:16.570000|42.9525|13.1268|4.9|SURVEY-INGV||||ML|2.4|--|Macerata
8757961|2016-10-28T06:05:29.460000|42.9743|13.1438|9.0|SURVEY-INGV||||ML|2.4|--|Macerata
8758051|2016-10-28T06:06:50.230000|42.898|13.1063|10.8|SURVEY-INGV||||ML|2.3|--|Macerata
8758211|2016-10-28T06:10:33.530000|42.864|13.0502|10.3|SURVEY-INGV||||ML|2.1|--|Perugia
8758231|2016-10-28T06:10:46.750000|42.8403|13.1632|8.3|SURVEY-INGV||||ML|2.2|--|Macerata
8758551|2016-10-28T06:16:36.030000|43.0592|13.0822|10.6|SURVEY-INGV||||ML|2.0|--|Macerata
8758751|2016-10-28T06:21:24.500000|42.8707|13.1032|10.4|SURVEY-INGV||||ML|2.3|--|Macerata
8758851|2016-10-28T06:22:41.970000|42.9127|13.0473|10.6|SURVEY-INGV||||ML|2.3|--|Perugia
8759251|2016-10-28T06:32:33.800000|42.8638|13.1635|7.9|SURVEY-INGV||||ML|2.0|--|Macerata
8759301|2016-10-28T06:33:22.220000|42.8487|13.1132|8.3|SURVEY-INGV||||ML|2.1|--|Macerata
8759501|2016-10-28T06:37:42.970000|42.9142|13.1648|9.0|SURVEY-INGV||||ML|2.2|--|Macerata
8759471|2016-10-28T06:37:43.060000|42.922|13.1677|8.4|SURVEY-INGV||||ML|2.6|--|Macerata
8759651|2016-10-28T06:42:05.660000|42.8592|13.1058|9.1|SURVEY-INGV||||ML|2.6|--|Macerata
8759941|2016-10-28T06:49:06.030000|42.8928|13.1325|10.9|SURVEY-INGV||||ML|2.2|--|Macerata
8760281|2016-10-28T06:56:12.180000|42.8637|13.216|7.4|SURVEY-INGV||||ML|2.3|--|Macerata
8760681|2016-10-28T07:04:20.860000|43.0268|13.0675|10.7|SURVEY-INGV||||ML|2.1|--|Macerata
8760911|2016-10-28T07:10:59.900000|42.8583|13.1093|8.7|SURVEY-INGV||||ML|2.0|--|Macerata
8760991|2016-10-28T07:13:46.370000|42.985|13.0625|9.5|SURVEY-INGV||||ML|2.6|--|Macerata
8761531|2016-10-28T07:27:50.410000|42.8782|13.0327|10.0|SURVEY-INGV||||ML|2.3|--|Perugia
8761711|2016-10-28T07:30:43.060000|42.8848|13.107|8.2|SURVEY-INGV||||ML|2.4|--|Macerata
8762031|2016-10-28T07:39:23.460000|42.9155|13.0582|10.1|SURVEY-INGV||||ML|2.1|--|Macerata
8762121|2016-10-28T07:45:35.770000|42.9078|13.0572|10.7|SURVEY-INGV||||ML|2.4|--|Perugia
8762671|2016-10-28T08:06:15.950000|42.9307|13.1687|9.8|SURVEY-INGV||||ML|2.0|--|Macerata
8762861|2016-10-28T08:10:52.080000|42.9597|13.1405|7.9|SURVEY-INGV||||ML|3.3|--|Macerata
8763101|2016-10-28T08:21:13.430000|42.8917|13.173|7.4|SURVEY-INGV||||ML|2.2|--|Macerata
8763311|2016-10-28T08:27:34.790000|42.8553|13.1635|7.1|SURVEY-INGV||||ML|2.1|--|Macerata
8763501|2016-10-28T08:34:24.910000|42.8438|13.0908|10.6|SURVEY-INGV||||ML|2.0|--|Perugia
8763581|2016-10-28T08:37:14.950000|43.001|13.1448|8.1|SURVEY-INGV||||ML|2.1|--|Macerata
8763691|2016-10-28T08:40:25.010000|42.8173|13.1248|8.6|SURVEY-INGV||||ML|2.2|--|Perugia
8763871|2016-10-28T08:45:22.720000|43.0322|13.0693|9.3|SURVEY-INGV||||ML|2.4|--|Macerata
8764031|2016-10-28T08:51:15.450000|42.9008|13.044|10.7|SURVEY-INGV||||ML|2.2|--|Perugia
8764091|2016-10-28T08:53:05.690000|42.9758|13.0585|10.0|SURVEY-INGV||||ML|2.0|--|Macerata
8764211|2016-10-28T08:55:51.280000|43.0263|13.1103|2.9|SURVEY-INGV||||ML|2.0|--|Macerata
8764341|2016-10-28T08:58:35.930000|42.8047|13.1417|9.7|SURVEY-INGV||||ML|2.1|--|Perugia
8764381|2016-10-28T08:59:36.870000|42.8518|13.1158|8.2|SURVEY-INGV||||ML|2.4|--|Macerata
8764411|2016-10-28T09:00:24.300000|43.0122|13.1108|9.2|SURVEY-INGV||||ML|2.5|--|Macerata
8764551|2016-10-28T09:05:21.350000|43.0218|13.116|9.7|SURVEY-INGV||||ML|2.3|--|Macerata
8764601|2016-10-28T09:06:08.950000|42.8525|13.1072|8.3|SURVEY-INGV||||ML|2.4|--|Macerata
8764631|2016-10-28T09:06:54.120000|42.9327|13.1625|9.4|SURVEY-INGV||||ML|2.4|--|Macerata
8764701|2016-10-28T09:09:53.140000|42.9543|13.0508|11.9|SURVEY-INGV||||ML|2.1|--|Macerata
8764801|2016-10-28T09:12:13.050000|42.9245|13.1117|8.2|SURVEY-INGV||||ML|3.4|--|Macerata
8764971|2016-10-28T09:18:23.110000|42.8713|13.0432|9.8|SURVEY-INGV||||ML|2.1|--|Perugia
8765121|2016-10-28T09:21:47.560000|42.9212|13.1183|8.5|SURVEY-INGV||||ML|2.2|--|Macerata
8765281|2016-10-28T09:28:48.300000|42.9293|13.1523|9.0|SURVEY-INGV||||ML|2.3|--|Macerata
8765421|2016-10-28T09:32:33.250000|42.8687|13.0525|9.9|SURVEY-INGV||||ML|2.0|--|Perugia
8765481|2016-10-28T09:34:33.960000|42.9947|13.1522|8.1|SURVEY-INGV||||ML|2.5|--|Macerata
8766141|2016-10-28T09:50:08.970000|43.0118|13.124|7.8|SURVEY-INGV||||ML|2.2|--|Macerata
8766191|2016-10-28T09:51:12.660000|43.0207|13.1408|9.0|SURVEY-INGV||||ML|2.1|--|Macerata
8766301|2016-10-28T09:54:13.720000|42.8877|13.1233|12.5|SURVEY-INGV||||ML|2.1|--|Macerata
8766391|2016-10-28T09:56:24.120000|42.9053|13.0622|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8766531|2016-10-28T09:58:51.350000|43.058|13.0908|8.7|SURVEY-INGV||||ML|2.7|--|Macerata
8766591|2016-10-28T10:02:01.120000|43.0433|13.0667|13.7|SURVEY-INGV||||ML|2.3|--|Macerata
8766711|2016-10-28T10:05:57.600000|42.8577|13.1073|8.6|SURVEY-INGV||||ML|2.7|--|Macerata
8766771|2016-10-28T10:07:03.890000|42.8833|13.163|8.0|SURVEY-INGV||||ML|2.1|--|Macerata
8766821|2016-10-28T10:10:05.360000|42.8395|13.1632|8.0|SURVEY-INGV||||ML|2.2|--|Macerata
8766881|2016-10-28T10:11:03.290000|43.036|13.1253|9.0|SURVEY-INGV||||ML|3.1|--|Macerata
8767111|2016-10-28T10:18:45.530000|43.066|13.0703|10.1|SURVEY-INGV||||ML|2.4|--|Macerata
8767141|2016-10-28T10:20:32.360000|42.8678|13.1013|9.1|SURVEY-INGV||||ML|2.3|--|Macerata
8767331|2016-10-28T10:23:56.210000|42.8652|13.1472|6.6|SURVEY-INGV||||ML|2.2|--|Macerata
8767441|2016-10-28T10:27:27.920000|42.9772|13.1325|9.0|SURVEY-INGV||||ML|2.3|--|Macerata
8767651|2016-10-28T10:35:18.660000|43.0442|13.082|7.9|SURVEY-INGV||||ML|2.0|--|Macerata
8767801|2016-10-28T10:40:23.900000|43.0337|13.1287|5.1|SURVEY-INGV||||ML|2.1|--|Macerata
8767941|2016-10-28T10:43:30.030000|42.8442|13.1182|7.7|SURVEY-INGV||||ML|2.1|--|Perugia
8768121|2016-10-28T10:49:23.480000|43.0542|13.0927|9.4|SURVEY-INGV||||ML|2.6|--|Macerata
8768261|2016-10-28T10:52:44.920000|42.8453|13.1538|7.2|SURVEY-INGV||||ML|2.2|--|Macerata
8768621|2016-10-28T11:04:08.200000|42.9533|13.0668|9.6|SURVEY-INGV||||ML|2.8|--|Macerata
8768861|2016-10-28T11:13:47.320000|42.8903|13.1557|8.3|SURVEY-INGV||||ML|2.2|--|Macerata
