#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
8694711|2016-10-27T04:03:40.740000|42.9032|13.0452|9.7|SURVEY-INGV||||ML|2.6|--|Perugia
8694851|2016-10-27T04:06:22.550000|42.8975|13.0568|9.9|SURVEY-INGV||||ML|2.1|--|Perugia
8694931|2016-10-27T04:07:49.720000|43.0228|13.1378|9.9|SURVEY-INGV||||ML|2.9|--|Macerata
8694971|2016-10-27T04:09:18.110000|42.8498|13.1513|8.5|SURVEY-INGV||||ML|2.5|--|Macerata
8695071|2016-10-27T04:11:36.290000|43.0208|13.0968|10.3|SURVEY-INGV||||ML|2.4|--|Macerata
8695231|2016-10-27T04:15:15.060000|42.8577|13.0683|10.1|SURVEY-INGV||||ML|2.4|--|Perugia
8695291|2016-10-27T04:16:04.150000|43.0285|13.086|10.1|SURVEY-INGV||||ML|2.4|--|Macerata
8695541|2016-10-27T04:19:39.170000|42.8803|13.0742|9.8|SURVEY-INGV||||ML|2.7|--|Perugia
8695691|2016-10-27T04:23:15.670000|42.8843|13.1303|12.7|SURVEY-INGV||||ML|2.0|--|Macerata
8695751|2016-10-27T04:25:34.550000|42.8685|13.0668|10.3|SURVEY-INGV||||ML|2.4|--|Perugia
8695821|2016-10-27T04:26:51.940000|43.0127|13.1142|9.5|SURVEY-INGV||||ML|2.8|--|Macerata
8695851|2016-10-27T04:27:18.590000|42.9317|13.0473|9.7|SURVEY-INGV||||ML|3.2|--|Macerata
8695911|2016-10-27T04:28:26.610000|42.8798|13.088|9.6|SURVEY-INGV||||ML|2.4|--|Perugia
8696061|2016-10-27T04:30:42.950000|42.9133|13.0328|10.3|SURVEY-INGV||||ML|2.1|--|Perugia
8696251|2016-10-27T04:33:44.930000|43.0078|13.1288|8.0|SURVEY-INGV||||ML|2.9|--|Macerata
8696331|2016-10-27T04:35:50.090000|42.9773|13.0482|9.0|SURVEY-INGV||||ML|2.6|--|Macerata
8696511|2016-10-27T04:39:30.100000|42.8947|13.0327|9.8|SURVEY-INGV||||ML|2.0|--|Perugia
8696591|2016-10-27T04:41:12.260000|42.9337|13.1708|8.5|SURVEY-INGV||||ML|2.7|--|Macerata
8696671|2016-10-27T04:43:43.640000|42.8718|13.1323|9.4|SURVEY-INGV||||ML|2.3|--|Macerata
8696901|2016-10-27T04:49:10.940000|43.002|13.1152|8.2|SURVEY-INGV||||ML|2.3|--|Macerata
8697091|2016-10-27T04:52:53.290000|42.9483|13.1343|10.1|SURVEY-INGV||||ML|2.3|--|Macerata
8697201|2016-10-27T04:55:19.810000|42.8848|13.1632|6.4|SURVEY-INGV||||ML|2.1|--|Macerata
8697421|2016-10-27T05:00:29.280000|42.9078|13.0537|9.5|SURVEY-INGV||||ML|2.1|--|Perugia
8697681|2016-10-27T05:05:28.200000|42.8873|13.05|10.8|SURVEY-INGV||||ML|3.4|--|Perugia
8697881|2016-10-27T05:08:49.210000|42.9325|13.0878|10.2|SURVEY-INGV||||ML|2.2|--|Macerata
8697991|2016-10-27T05:11:20.040000|43.0528|13.0938|8.6|SURVEY-INGV||||ML|2.4|--|Macerata
8698191|2016-10-27T05:15:33.720000|42.995|13.063|10.1|SURVEY-INGV||||ML|2.4|--|Macerata
8698291|2016-10-27T05:17:45.580000|42.8643|13.0597|10.3|SURVEY-INGV||||ML|2.2|--|Perugia
8698541|2016-10-27T05:20:47.700000|42.9505|13.07|10.0|SURVEY-INGV||||ML|3.0|--|Macerata
8698571|2016-10-27T05:21:56.510000|42.8658|13.0945|10.0|SURVEY-INGV||||ML|2.4|--|Perugia
8699201|2016-10-27T05:34:12.660000|43.0198|13.134|9.7|SURVEY-INGV||||ML|2.8|--|Macerata
8699361|2016-10-27T05:38:06.280000|42.82|13.1123|10.3|SURVEY-INGV||||ML|2.2|--|Perugia
8699471|2016-10-27T05:40:37.840000|43.0267|13.1372|9.7|SURVEY-INGV||||ML|3.1|--|Macerata
8699571|2016-10-27T05:43:33.610000|42.9005|13.0458|10.8|SURVEY-INGV||||ML|3.0|--|Perugia
8699751|2016-10-27T05:48:10.410000|43.0108|13.118|9.7|SURVEY-INGV||||ML|3.2|--|Macerata
8700031|2016-10-27T05:55:28.140000|42.9255|13.2242|23.8|SURVEY-INGV||||ML|2.4|--|Macerata
8700221|2016-10-27T06:00:09.930000|42.8735|13.0673|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8700431|2016-10-27T06:04:15.280000|42.9972|13.0663|9.9|SURVEY-INGV||||ML|3.0|--|Macerata
8700761|2016-10-27T06:11:58.910000|42.9313|13.0682|10.7|SURVEY-INGV||||ML|2.6|--|Macerata
8700881|2016-10-27T06:15:08.680000|42.996|13.1502|8.9|SURVEY-INGV||||ML|2.5|--|Macerata
8701021|2016-10-27T06:17:36.710000|42.8535|13.0742|9.1|SURVEY-INGV||||ML|2.7|--|Perugia
8701061|2016-10-27T06:19:35.760000|43.0508|13.0892|9.0|SURVEY-INGV||||ML|2.3|--|Macerata
8701151|2016-10-27T06:21:55.930000|43.0053|13.1232|9.3|SURVEY-INGV||||ML|2.1|--|Macerata
8701171|2016-10-27T06:23:07.790000|42.9632|13.0515|11.3|SURVEY-INGV||||ML|2.0|--|Macerata
8701371|2016-10-27T06:29:08.840000|42.9263|13.1597|8.0|SURVEY-INGV||||ML|2.3|--|Macerata
8701451|2016-10-27T06:32:59.970000|42.8333|13.1212|8.3|SURVEY-INGV||||ML|2.1|--|Perugia
8701531|2016-10-27T06:34:15.760000|43.0302|13.1252|8.7|SURVEY-INGV||||ML|3.0|--|Macerata
8701601|2016-10-27T06:36:16.590000|43.0297|13.1395|9.7|SURVEY-INGV||||ML|2.4|--|Macerata
8701851|2016-10-27T06:40:09.750000|42.8675|13.0498|11.1|SURVEY-INGV||||ML|2.2|--|Perugia
8701931|2016-10-27T06:41:53.550000|42.8702|13.1975|7.6|SURVEY-INGV||||ML|2.2|--|Macerata
8702361|2016-10-27T06:51:40.260000|42.9153|13.0515|11.1|SURVEY-INGV||||ML|2.3|--|Macerata
8702491|2016-10-27T06:54:09.900000|42.8993|13.05|10.8|SURVEY-INGV||||ML|2.4|--|Perugia
8702811|2016-10-27T07:00:34.650000|43.0138|13.0773|9.7|SURVEY-INGV||||ML|2.3|--|Macerata
8703201|2016-10-27T07:09:52.890000|42.9898|13.1048|7.6|SURVEY-INGV||||ML|2.4|--|Macerata
8703221|2016-10-27T07:11:01.700000|42.8582|13.0347|10.5|SURVEY-INGV||||ML|3.0|--|Perugia
8703321|2016-10-27T07:12:07.880000|42.8663|13.1338|8.4|SURVEY-INGV||||ML|3.4|--|Macerata
8703731|2016-10-27T07:21:48.370000|42.8455|13.1495|11.3|SURVEY-INGV||||ML|2.1|--|Macerata
8703801|2016-10-27T07:23:39.020000|42.8652|13.0905|10.5|SURVEY-INGV||||ML|2.2|--|Perugia
8704211|2016-10-27T07:32:16.800000|42.9163|13.0418|11.0|SURVEY-INGV||||ML|2.8|--|Macerata
8704411|2016-10-27T07:40:13.100000|42.8833|13.0582|10.8|SURVEY-INGV||||ML|2.6|--|Perugia
8704601|2016-10-27T07:42:56.760000|43.0338|13.0675|10.1|SURVEY-INGV||||ML|2.8|--|Macerata
8704891|2016-10-27T07:50:29.990000|42.8268|13.1343|9.1|SURVEY-INGV||||ML|3.6|--|Perugia
8705021|2016-10-27T07:52:58.970000|42.8672|13.0648|10.1|SURVEY-INGV||||ML|2.3|--|Perugia
8705111|2016-10-27T07:54:54.010000|42.9067|13.0395|9.9|SURVEY-INGV||||ML|2.4|--|Perugia
8705191|2016-10-27T07:57:25.740000|42.9392|13.0815|9.7|SURVEY-INGV||||ML|2.2|--|Macerata
8705281|2016-10-27T07:59:35.390000|42.9492|13.0723|9.7|SURVEY-INGV||||ML|2.3|--|Macerata
8705411|2016-10-27T08:01:32.370000|42.8853|13.0792|10.7|SURVEY-INGV||||ML|2.6|--|Perugia
8705461|2016-10-27T08:02:32.140000|42.9717|13.0238|16.8|SURVEY-INGV||||ML|2.4|--|Macerata
8705751|2016-10-27T08:10:06.490000|42.8942|13.1597|9.5|SURVEY-INGV||||ML|2.3|--|Macerata
8705911|2016-10-27T08:14:01.990000|42.8537|13.1742|6.8|SURVEY-INGV||||ML|2.3|--|Macerata
8706291|2016-10-27T08:21:45.580000|42.8733|13.0998|9.3|SURVEY-INGV||||Mw|4.3|--|Macerata
8706421|2016-10-27T08:24:08.240000|42.8975|13.1833|8.9|SURVEY-INGV||||ML|3.1|--|Macerata
8706611|2016-10-27T08:27:47.760000|43.0013|13.0722|9.1|SURVEY-INGV||||ML|2.6|--|Macerata
8706731|2016-10-27T08:30:16.210000|42.9228|13.0532|9.7|SURVEY-INGV||||ML|2.4|--|Macerata
8706971|2016-10-27T08:35:08.700000|42.8708|13.1433|9.1|SURVEY-INGV||||ML|3.0|--|Macerata
8707121|2016-10-27T08:38:37.220000|42.9635|13.1483|9.0|SURVEY-INGV||||ML|3.3|--|Macerata
8707481|2016-10-27T08:45:12.190000|42.9992|13.1182|9.7|SURVEY-INGV||||ML|3.3|--|Macerata
8707511|2016-10-27T08:47:20.160000|42.5198|13.4722|13.6|SURVEY-INGV||||ML|2.5|--|Teramo
8707701|2016-10-27T08:50:19.750000|42.8657|13.0753|11.1|SURVEY-INGV||||ML|2.1|--|Perugia
8707751|2016-10-27T08:50:57.700000|42.8898|13.1587|9.3|SURVEY-INGV||||ML|2.1|--|Macerata
8708101|2016-10-27T08:59:50.610000|42.8272|13.0678|10.9|SURVEY-INGV||||ML|2.1|--|Perugia
8708351|2016-10-27T09:05:28.460000|42.8552|13.2267|7.9|SURVEY-INGV||||ML|2.5|--|Macerata
8708391|2016-10-27T09:05:58.520000|43.0212|13.132|9.8|SURVEY-INGV||||ML|2.5|--|Macerata
8708671|2016-10-27T09:12:47.800000|42.8347|13.1257|10.0|SURVEY-INGV||||ML|2.2|--|Perugia
8708871|2016-10-27T09:18:00.920000|43.034|13.1102|7.8|SURVEY-INGV||||ML|2.8|--|Macerata
8709481|2016-10-27T09:32:30.480000|43.046|13.0897|5.7|SURVEY-INGV||||ML|2.8|--|Macerata
8709611|2016-10-27T09:36:26.260000|42.8897|13.1607|8.2|SURVEY-INGV||||ML|2.3|--|Macerata
8709731|2016-10-27T09:38:40.180000|43.0123|13.1392|8.1|SURVEY-INGV||||ML|2.3|--|Macerata
8710031|2016-10-27T09:45:37.070000|42.831|13.1643|8.4|SURVEY-INGV||||ML|2.2|--|Macerata
8710461|2016-10-27T09:54:38.860000|42.8608|13.0397|10.2|SURVEY-INGV||||ML|2.5|--|Perugia
8710971|2016-10-27T10:03:23.360000|42.8803|13.0645|10.5|SURVEY-INGV||||ML|2.1|--|Perugia
8711251|2016-10-27T10:10:25.600000|42.8787|13.0618|10.8|SURVEY-INGV||||ML|3.0|--|Perugia
8711291|2016-10-27T10:10:49.400000|42.9972|13.1297|9.0|SURVEY-INGV||||ML|3.2|--|Macerata
8711381|2016-10-27T10:11:56.130000|42.8577|13.2318|5.2|SURVEY-INGV||||ML|2.7|--|Macerata
8711641|2016-10-27T10:17:46.990000|42.8598|13.0602|10.4|SURVEY-INGV||||ML|2.3|--|Perugia
8711751|2016-10-27T10:20:41.770000|42.9375|13.0718|9.7|SURVEY-INGV||||ML|2.7|--|Macerata
8711801|2016-10-27T10:22:35.920000|42.9363|13.071|9.7|SURVEY-INGV||||ML|2.6|--|Macerata
8712061|2016-10-27T10:28:59.270000|42.9398|13.119|10.0|SURVEY-INGV||||ML|2.1|--|Macerata
8712151|2016-10-27T10:31:05.110000|42.8952|13.1278|8.8|SURVEY-INGV||||ML|2.4|--|Macerata
8712221|2016-10-27T10:33:02.330000|42.8367|13.1352|10.1|SURVEY-INGV||||ML|2.0|--|Perugia
8712381|2016-10-27T10:35:02.200000|42.9527|13.1268|9.2|SURVEY-INGV||||ML|2.3|--|Macerata
8712441|2016-10-27T10:38:14.430000|42.9815|13.0518|10.0|SURVEY-INGV||||ML|2.8|--|Macerata
8712691|2016-10-27T10:43:00.220000|42.8783|13.0897|10.8|SURVEY-INGV||||ML|2.0|--|Perugia
8713341|2016-10-27T10:54:29.240000|42.8895|13.0753|11.4|SURVEY-INGV||||ML|2.7|--|Perugia
8713371|2016-10-27T10:55:32.940000|42.8627|13.0523|10.3|SURVEY-INGV||||ML|2.7|--|Perugia
8713461|2016-10-27T10:57:04.590000|42.8678|13.0608|10.3|SURVEY-INGV||||ML|2.5|--|Perugia
8713511|2016-10-27T10:58:02.870000|42.9448|13.1395|8.5|SURVEY-INGV||||ML|2.5|--|Macerata
8713541|2016-10-27T10:58:43.390000|42.8647|13.1672|9.4|SURVEY-INGV||||ML|2.4|--|Macerata
8713721|2016-10-27T11:03:03.390000|42.8913|13.0453|11.1|SURVEY-INGV||||ML|2.3|--|Perugia
8713951|2016-10-27T11:08:00.620000|42.9788|13.0495|10.0|SURVEY-INGV||||ML|3.1|--|Macerata
8714021|2016-10-27T11:09:09.390000|42.9012|13.065|14.0|SURVEY-INGV||||ML|2.7|--|Perugia
8714151|2016-10-27T11:11:45.790000|42.8593|13.0573|9.9|SURVEY-INGV||||ML|2.4|--|Perugia
8714211|2016-10-27T11:12:15.200000|42.8663|13.0592|11.1|SURVEY-INGV||||ML|2.4|--|Perugia
8714561|2016-10-27T11:19:03.660000|42.9628|13.076|9.3|SURVEY-INGV||||ML|2.2|--|Macerata
8714691|2016-10-27T11:22:55.310000|42.9202|13.0943|9.6|SURVEY-INGV||||ML|2.3|--|Macerata
8714811|2016-10-27T11:25:09.490000|42.8872|13.1635|8.3|SURVEY-INGV||||ML|2.1|--|Macerata
8714961|2016-10-27T11:28:02.380000|43.0532|13.0948|9.7|SURVEY-INGV||||ML|2.7|--|Macerata
8715071|2016-10-27T11:31:04.350000|42.8767|13.1827|5.9|SURVEY-INGV||||ML|2.3|--|Macerata
8715171|2016-10-27T11:32:37.660000|42.8938|13.1618|7.1|SURVEY-INGV||||ML|2.2|--|Macerata
8715211|2016-10-27T11:33:19.330000|42.9033|13.0202|10.3|SURVEY-INGV||||ML|2.2|--|Perugia
8715261|2016-10-27T11:33:50.030000|42.8827|13.1743|5.4|SURVEY-INGV||||ML|2.3|--|Macerata
8715581|2016-10-27T11:41:50.390000|42.872|13.1252|8.3|SURVEY-INGV||||ML|2.4|--|Macerata
8715751|2016-10-27T11:46:36.270000|42.8935|13.1512|10.6|SURVEY-INGV||||ML|2.1|--|Macerata
8715871|2016-10-27T11:48:15.050000|42.8452|13.094|10.6|SURVEY-INGV||||ML|3.0|--|Perugia
8716011|2016-10-27T11:51:20.240000|42.9713|13.0563|10.1|SURVEY-INGV||||ML|2.3|--|Macerata
8716451|2016-10-27T12:03:24.880000|42.8608|13.0617|9.8|SURVEY-INGV||||ML|2.9|--|Perugia
8716581|2016-10-27T12:07:18.150000|42.8547|13.0967|10.5|SURVEY-INGV||||ML|2.7|--|Perugia
8716601|2016-10-27T12:08:03.150000|42.8368|13.179|6.1|SURVEY-INGV||||ML|2.2|--|Macerata
8716771|2016-10-27T12:14:00.520000|42.8582|13.0983|10.3|SURVEY-INGV||||ML|2.2|--|Perugia
8716931|2016-10-27T12:17:22.970000|43.0077|13.0703|10.0|SURVEY-INGV||||ML|2.2|--|Macerata
8717031|2016-10-27T12:19:00.310000|43.0225|13.1278|9.8|SURVEY-INGV||||ML|3.5|--|Macerata
8717171|2016-10-27T12:21:51.190000|43.05|13.1065|9.3|SURVEY-INGV||||ML|2.3|--|Macerata
8717341|2016-10-27T12:25:56.190000|43.0252|13.1197|9.5|SURVEY-INGV||||ML|2.8|--|Macerata
8717431|2016-10-27T12:27:42.590000|43.0322|13.134|9.0|SURVEY-INGV||||ML|3.2|--|Macerata
8717531|2016-10-27T12:29:15.250000|43.0237|13.1362|8.0|SURVEY-INGV||||ML|3.1|--|Macerata
8717631|2016-10-27T12:31:51.190000|43.0162|13.1248|7.1|SURVEY-INGV||||ML|2.4|--|Macerata
8717691|2016-10-27T12:34:10.650000|42.8627|13.0733|11.2|SURVEY-INGV||||ML|2.2|--|Perugia
8717851|2016-10-27T12:37:18.980000|43.0397|13.0905|10.1|SURVEY-INGV||||ML|2.5|--|Macerata
8717921|2016-10-27T12:40:22.940000|42.8635|13.1797|6.9|SURVEY-INGV||||ML|2.7|--|Macerata
8717991|2016-10-27T12:42:51.980000|42.9072|13.0485|11.0|SURVEY-INGV||||ML|2.2|--|Perugia
8718241|2016-10-27T12:47:17.050000|42.8853|13.0765|9.6|SURVEY-INGV||||ML|3.1|--|Perugia
8718571|2016-10-27T12:54:34.910000|43.0403|13.1118|9.2|SURVEY-INGV||||ML|2.3|--|Macerata
8718581|2016-10-27T12:54:54.420000|42.8987|13.0583|11.2|SURVEY-INGV||||ML|2.7|--|Perugia
8718651|2016-10-27T12:55:54.970000|41.9213|13.7097|14.4|SURVEY-INGV||||ML|2.2|--|L'Aquila
8718821|2016-10-27T12:59:50.050000|42.9023|13.0117|10.7|SURVEY-INGV||||ML|2.2|--|Perugia
8718861|2016-10-27T13:00:27.910000|43.0262|13.109|10.1|SURVEY-INGV||||ML|2.5|--|Macerata
8718991|2016-10-27T13:03:23.830000|42.8877|13.1522|8.2|SURVEY-INGV||||ML|2.0|--|Macerata
8719031|2016-10-27T13:04:12.040000|42.8973|13.0465|10.6|SURVEY-INGV||||ML|2.1|--|Perugia
8719241|2016-10-27T13:08:08.470000|43.0197|13.0707|10.0|SURVEY-INGV||||ML|2.7|--|Macerata
8719321|2016-10-27T13:11:15.430000|42.8828|13.1582|8.0|SURVEY-INGV||||ML|2.3|--|Macerata
8719481|2016-10-27T13:13:32.550000|43.0163|13.1213|5.9|SURVEY-INGV||||ML|2.7|--|Macerata
8719631|2016-10-27T13:17:04.890000|43.0253|13.152|9.4|SURVEY-INGV||||ML|2.8|--|Macerata
8719671|2016-10-27T13:17:26.510000|42.9423|13.1523|9.0|SURVEY-INGV||||ML|3.0|--|Macerata
8719721|2016-10-27T13:18:54.350000|42.9198|13.0545|10.7|SURVEY-INGV||||ML|2.2|--|Macerata
8720081|2016-10-27T13:28:11.040000|42.9138|13.0507|10.8|SURVEY-INGV||||ML|2.1|--|Macerata
8720201|2016-10-27T13:28:11.030000|42.9162|13.0517|10.6|SURVEY-INGV||||ML|2.1|--|Macerata
8720131|2016-10-27T13:28:44.610000|42.9212|13.0647|11.0|SURVEY-INGV||||ML|2.1|--|Macerata
8720351|2016-10-27T13:34:29.140000|43.0398|13.0895|8.9|SURVEY-INGV||||ML|2.3|--|Macerata
8720541|2016-10-27T13:38:39.720000|42.8563|13.1448|8.4|SURVEY-INGV||||ML|2.4|--|Macerata
8720831|2016-10-27T13:44:27.180000|42.8962|13.1695|7.5|SURVEY-INGV||||ML|2.0|--|Macerata
8721181|2016-10-27T13:50:59.590000|42.9557|13.0508|10.1|SURVEY-INGV||||ML|2.0|--|Macerata
8721341|2016-10-27T13:54:40.550000|42.8797|13.0832|10.7|SURVEY-INGV||||ML|2.6|--|Perugia
8721481|2016-10-27T13:59:26.550000|42.9615|13.102|9.6|SURVEY-INGV||||ML|2.0|--|Macerata
8721941|2016-10-27T14:09:05.630000|42.7917|13.1598|7.5|SURVEY-INGV||||ML|3.1|--|Perugia
8722141|2016-10-27T14:15:11.920000|43.0338|13.1038|12.4|SURVEY-INGV||||ML|2.0|--|Macerata
8722371|2016-10-27T14:18:32.130000|42.8802|13.1675|7.9|SURVEY-INGV||||ML|2.2|--|Macerata
8722561|2016-10-27T14:23:37.060000|43.0605|13.1143|10.3|SURVEY-INGV||||ML|2.1|--|Macerata
8722751|2016-10-27T14:27:40.220000|42.9613|13.1452|8.5|SURVEY-INGV||||ML|2.5|--|Macerata
8722881|2016-10-27T14:33:21.740000|42.8647|13.167|9.8|SURVEY-INGV||||ML|2.2|--|Macerata
8723041|2016-10-27T14:37:53.460000|42.8955|13.171|7.6|SURVEY-INGV||||ML|3.0|--|Macerata
8723101|2016-10-27T14:39:53.480000|42.8865|13.1637|6.2|SURVEY-INGV||||ML|2.0|--|Macerata
8723151|2016-10-27T14:40:41.670000|42.8912|13.0762|11.7|SURVEY-INGV||||ML|2.0|--|Perugia
8723491|2016-10-27T14:50:18.710000|43.0063|13.0778|10.0|SURVEY-INGV||||ML|2.2|--|Macerata
8723521|2016-10-27T14:51:25.020000|42.9182|13.1643|7.9|SURVEY-INGV||||ML|2.0|--|Macerata
8723591|2016-10-27T14:53:16.400000|42.8897|13.1733|7.5|SURVEY-INGV||||ML|2.1|--|Macerata
8723881|2016-10-27T15:02:46.870000|42.9432|13.0472|11.1|SURVEY-INGV||||ML|2.6|--|Macerata
8723921|2016-10-27T15:05:23.160000|42.9003|13.0422|10.2|SURVEY-INGV||||ML|2.3|--|Perugia
8723961|2016-10-27T15:07:04.490000|42.9052|13.046|10.6|SURVEY-INGV||||ML|2.0|--|Perugia
8724061|2016-10-27T15:09:54.410000|42.8718|13.0473|8.0|SURVEY-INGV||||ML|2.1|--|Perugia
8724321|2016-10-27T15:16:21.570000|43.0597|13.0717|9.4|SURVEY-INGV||||ML|2.0|--|Macerata
8724561|2016-10-27T15:27:04.950000|43.0172|13.0572|9.8|SURVEY-INGV||||ML|2.0|--|Macerata
8724871|2016-10-27T15:35:15.410000|42.8517|13.1182|10.0|SURVEY-INGV||||ML|2.5|--|Macerata
8724901|2016-10-27T15:35:53.780000|43.0088|13.0888|10.0|SURVEY-INGV||||ML|2.6|--|Macerata
8725111|2016-10-27T15:42:03.370000|43.08|13.1502|10.2|SURVEY-INGV||||ML|2.2|--|Macerata
8725281|2016-10-27T15:46:40.760000|42.8665|13.0553|10.4|SURVEY-INGV||||ML|2.0|--|Perugia
8725511|2016-10-27T15:51:20.500000|42.8942|13.1872|8.1|SURVEY-INGV||||ML|2.0|--|Macerata
8725571|2016-10-27T15:54:19.230000|43.0007|13.1428|8.5|SURVEY-INGV||||ML|2.6|--|Macerata
8725971|2016-10-27T16:07:03.970000|42.9845|13.1622|9.3|SURVEY-INGV||||ML|2.1|--|Macerata
8726271|2016-10-27T16:14:50.190000|42.9542|13.0682|9.8|SURVEY-INGV||||ML|3.3|--|Macerata
8726871|2016-10-27T16:34:06.790000|42.8875|13.0515|10.5|SURVEY-INGV||||ML|2.9|--|Perugia
8726911|2016-10-27T16:34:46.940000|43.009|13.1267|5.8|SURVEY-INGV||||ML|2.1|--|Macerata
8727301|2016-10-27T16:47:19.320000|43.0288|13.0803|9.8|SURVEY-INGV||||ML|2.2|--|Macerata
8727421|2016-10-27T16:50:50.260000|43.067|13.1233|8.2|SURVEY-INGV||||ML|2.1|--|Macerata
8727551|2016-10-27T16:54:03.350000|42.8867|13.054|10.2|SURVEY-INGV||||ML|2.2|--|Perugia
8727581|2016-10-27T16:55:00.410000|42.8313|13.2173|12.3|SURVEY-INGV||||ML|2.0|--|Macerata
8727661|2016-10-27T16:57:25.660000|42.8798|13.1755|7.6|SURVEY-INGV||||ML|2.6|--|Macerata
8727731|2016-10-27T16:59:28.620000|42.8463|13.1092|9.0|SURVEY-INGV||||ML|2.0|--|Perugia
8727791|2016-10-27T17:00:16.230000|43.0297|13.0833|8.7|SURVEY-INGV||||ML|2.1|--|Macerata
8727911|2016-10-27T17:02:56.910000|43.0242|13.1445|5.9|SURVEY-INGV||||ML|2.6|--|Macerata
8727991|2016-10-27T17:05:09.250000|42.9308|13.1693|8.0|SURVEY-INGV||||ML|2.2|--|Macerata
8728081|2016-10-27T17:06:36.410000|42.895|13.2025|6.5|SURVEY-INGV||||ML|2.3|--|Macerata
8728201|2016-10-27T17:09:55.880000|42.849|13.1463|6.4|SURVEY-INGV||||ML|2.3|--|Macerata
8728221|2016-10-27T17:10:25.050000|43.0473|13.0913|6.0|SURVEY-INGV||||ML|2.2|--|Macerata
8728361|2016-10-27T17:13:39.350000|43.0505|13.0968|8.2|SURVEY-INGV||||ML|2.6|--|Macerata
8728421|2016-10-27T17:14:20.840000|42.8895|13.1785|6.6|SURVEY-INGV||||ML|2.5|--|Macerata
8728691|2016-10-27T17:22:23.040000|42.841|13.1002|8.6|SURVEY-INGV||||Mw|4.2|--|Perugia
8728801|2016-10-27T17:23:43.260000|42.846|13.1085|8.4|SURVEY-INGV||||ML|3.9|--|Perugia
8728851|2016-10-27T17:26:19.190000|42.8447|13.1072|8.9|SURVEY-INGV||||ML|2.6|--|Perugia
8728941|2016-10-27T17:27:33.780000|43.0108|13.1197|8.8|SURVEY-INGV||||ML|3.4|--|Macerata
8728971|2016-10-27T17:28:32.500000|43.0158|13.1365|4.9|SURVEY-INGV||||ML|2.8|--|Macerata
8729121|2016-10-27T17:34:27.250000|42.8753|13.0668|10.3|SURVEY-INGV||||ML|2.0|--|Perugia
8729171|2016-10-27T17:35:20.480000|42.9583|13.1428|9.3|SURVEY-INGV||||ML|2.0|--|Macerata
8729201|2016-10-27T17:36:01.730000|42.9155|13.1887|7.5|SURVEY-INGV||||ML|2.1|--|Macerata
8729491|2016-10-27T17:42:55.970000|42.9073|13.1603|9.4|SURVEY-INGV||||ML|2.2|--|Macerata
8729551|2016-10-27T17:44:36.820000|43|13.1867|10.0|SURVEY-INGV||||ML|2.0|--|Macerata
8729651|2016-10-27T17:48:13.120000|43.047|13.1372|9.1|SURVEY-INGV||||ML|2.0|--|Macerata
8729741|2016-10-27T17:52:18.440000|42.8233|13.1115|9.0|SURVEY-INGV||||ML|2.3|--|Perugia
8729901|2016-10-27T17:54:46.450000|42.8515|13.0842|10.3|SURVEY-INGV||||ML|2.5|--|Perugia
8729951|2016-10-27T17:55:37.670000|43.0213|13.0958|7.1|SURVEY-INGV||||ML|2.1|--|Macerata
8730071|2016-10-27T18:00:07.890000|42.9147|13.0558|11.0|SURVEY-INGV||||ML|2.4|--|Macerata
8730101|2016-10-27T18:00:55.030000|43.0353|13.0858|9.9|SURVEY-INGV||||ML|2.1|--|Macerata
8730331|2016-10-27T18:06:11.680000|43.0223|13.0677|5.1|SURVEY-INGV||||ML|2.1|--|Macerata
8730521|2016-10-27T18:09:38.380000|42.8553|13.0783|11.0|SURVEY-INGV||||ML|2.0|--|Perugia
8730541|2016-10-27T18:10:25.750000|42.8482|13.1258|8.1|SURVEY-INGV||||ML|2.0|--|Macerata
8730701|2016-10-27T18:17:23.200000|43.0123|13.0655|9.2|SURVEY-INGV||||ML|2.2|--|Macerata
8730741|2016-10-27T18:18:01.390000|42.9082|13.0447|9.5|SURVEY-INGV||||ML|2.5|--|Perugia
8730981|2016-10-27T18:28:26.870000|42.8423|13.0857|9.9|SURVEY-INGV||||ML|2.1|--|Perugia
8731071|2016-10-27T18:30:05.420000|42.8927|13.1622|8.1|SURVEY-INGV||||ML|2.6|--|Macerata
8731281|2016-10-27T18:35:15.550000|42.8802|13.1833|7.7|SURVEY-INGV||||ML|2.0|--|Macerata
8731441|2016-10-27T18:39:02.220000|42.8997|13.0495|10.2|SURVEY-INGV||||ML|2.3|--|Perugia
8731621|2016-10-27T18:48:12.670000|42.8748|13.0663|11.0|SURVEY-INGV||||ML|2.3|--|Perugia
8731711|2016-10-27T18:50:29.540000|42.8283|13.1455|9.1|SURVEY-INGV||||ML|3.1|--|Perugia
8731971|2016-10-27T18:59:37.360000|42.8448|13.1108|6.3|SURVEY-INGV||||ML|2.1|--|Perugia
8732071|2016-10-27T19:02:35.950000|42.872|13.0442|10.3|SURVEY-INGV||||ML|2.3|--|Perugia
8732161|2016-10-27T19:03:58.650000|42.8242|13.097|9.9|SURVEY-INGV||||ML|2.3|--|Perugia
8732191|2016-10-27T19:04:26.730000|42.9113|13.1653|8.5|SURVEY-INGV||||ML|2.4|--|Macerata
